,u,v,key,osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,access,bridge,tunnel,width,junction
2649,42433587,42456205,0,"[352705238, 5673614]",West 4th Street,residential,25 mph,True,False,76.698,"LINESTRING (-73.9965691 40.7295629, -73.9965063 40.7295311, -73.9958764 40.7292126, -73.9958508 40.7291996, -73.995812 40.72918)",1,,,,,,
2650,42433604,42443950,0,438385431,5th Avenue,secondary,25 mph,True,False,78.43499999999999,"LINESTRING (-73.9827265 40.7509597, -73.982774 40.7508942, -73.9831151 40.750424, -73.9831206 40.7504164, -73.9831749 40.7503415)",3,,,,,,
2651,42433604,42445910,0,483236728,East 38th Street,residential,25 mph,True,False,154.673,"LINESTRING (-73.9827265 40.7509597, -73.9826177 40.7509137, -73.9812246 40.750325, -73.981123 40.750282)",2,,,,,,
2652,42433611,42439960,0,569345547,7th Avenue,secondary,25 mph,True,False,79.113,"LINESTRING (-73.988787 40.753517, -73.9888318 40.7534559, -73.9891916 40.7529652, -73.989243 40.752895)",4,,,,,,
2653,42433611,42428268,0,1049920717,West 38th Street,residential,,True,False,139.69,"LINESTRING (-73.988787 40.753517, -73.9886624 40.7534647, -73.9873363 40.7529083)",,,,,,,
2654,42433620,42435654,0,194926854,8th Avenue,secondary,25 mph,True,False,79.21000000000001,"LINESTRING (-73.991633 40.754707, -73.9915845 40.7547733, -73.9912265 40.7552624, -73.991177 40.75533)",3,,,,,,
2655,42433620,42433611,0,542257008,West 38th Street,residential,,True,False,273.82,"LINESTRING (-73.991633 40.754707, -73.9914916 40.7546479, -73.9889138 40.75357, -73.988787 40.753517)",,,,,,,
2656,42433625,42433620,0,"[5670197, 1051734607]",West 38th Street,residential,,True,False,274.05400000000003,"LINESTRING (-73.9944724 40.7559104, -73.9943412 40.7558548, -73.9921117 40.7549099, -73.9917674 40.754764, -73.991748 40.7547558, -73.991633 40.754707)","['1', '3']",,,,,,
2657,42433625,4207913309,0,1051734606,9th Avenue,primary,,True,False,56.044000000000004,"LINESTRING (-73.9944724 40.7559104, -73.9945134 40.7558555, -73.9947995 40.7554715)",5,,,,,,
2658,42433644,42433625,0,"[1051734605, 36806680, 36806681, 36806682, 36806683]",West 38th Street,residential,,True,False,273.557,"LINESTRING (-73.9973132 40.7571027, -73.9971759 40.7570427, -73.9962307 40.7566478, -73.996021 40.7565616, -73.99565 40.7564076, -73.995206 40.7562201, -73.9949584 40.7561157, -73.9946108 40.7559688, -73.9944724 40.7559104)",2,,,yes,,,
2659,42433644,42423885,0,496986803,10th Avenue,primary,25 mph,True,False,79.549,"LINESTRING (-73.9973132 40.7571027, -73.9972627 40.7571718, -73.9969012 40.7576673, -73.996857 40.7577291)",,,,,,69.6 ft,
2660,42433712,42433715,0,46160404,Battery Place,residential,25 mph,False,False,80.973,"LINESTRING (-74.0179342 40.7061729, -74.0179007 40.7062598, -74.0178651 40.7063462, -74.0178166 40.7064494, -74.0177471 40.7065816, -74.0176224 40.7067788, -74.0175734 40.7068458)",2,,,,,,
2661,42433712,246901366,0,46160404,Battery Place,residential,25 mph,False,True,160.67999999999998,"LINESTRING (-74.0179342 40.7061729, -74.0179687 40.7060586, -74.0179943 40.7059341, -74.0180041 40.7058673, -74.0180041 40.7057849, -74.0179975 40.7057089, -74.0179852 40.7056319, -74.0179645 40.705547, -74.0179336 40.7054698, -74.0179001 40.705399, -74.0178571 40.7053275, -74.0178373 40.7052985, -74.0178126 40.7052625, -74.017762 40.7052049, -74.0177105 40.705153, -74.0176344 40.7050851, -74.0175342 40.7050157, -74.017413 40.7049447, -74.0173422 40.7049134)",2,,,,,,
2662,42433715,42429521,0,5670238,2nd Place,residential,25 mph,False,True,79.881,"LINESTRING (-74.0175734 40.7068458, -74.0174669 40.706802, -74.017416 40.706779, -74.0167915 40.7065182, -74.0167436 40.7064989)",,,,,,,
2663,42433715,42433718,0,46160404,Battery Place,residential,25 mph,False,False,79.561,"LINESTRING (-74.0175734 40.7068458, -74.0175271 40.7069053, -74.017162 40.7074059, -74.0171135 40.7074706)",2,,,,,,
2664,42433715,42433712,0,46160404,Battery Place,residential,25 mph,False,True,80.97300000000001,"LINESTRING (-74.0175734 40.7068458, -74.0176224 40.7067788, -74.0177471 40.7065816, -74.0178166 40.7064494, -74.0178651 40.7063462, -74.0179007 40.7062598, -74.0179342 40.7061729)",2,,,,,,
2665,42433715,279152444,0,46165819,2nd Place,residential,25 mph,False,False,35.282000000000004,"LINESTRING (-74.0175734 40.7068458, -74.0176656 40.7068842, -74.0176905 40.7068964, -74.0179405 40.7069981)",,,,,,,
2666,42433718,9802614802,0,46160404,Battery Place,residential,25 mph,False,False,77.92599999999999,"LINESTRING (-74.0171135 40.7074706, -74.0170702 40.7075348, -74.0167047 40.7080361, -74.0166706 40.7080857)",2,,,,,,
2667,42433718,42433715,0,46160404,Battery Place,residential,25 mph,False,True,79.56099999999999,"LINESTRING (-74.0171135 40.7074706, -74.017162 40.7074059, -74.0175271 40.7069053, -74.0175734 40.7068458)",2,,,,,,
2668,42433718,42437819,0,46165821,3rd Place,residential,25 mph,False,False,32.831,"LINESTRING (-74.0171135 40.7074706, -74.0172093 40.7075129, -74.0172542 40.7075309, -74.0174564 40.7076105)",,,,,,,
2669,42433743,2141026499,0,905095198,Central Park North,secondary,,False,False,13.725,"LINESTRING (-73.9553635 40.7994661, -73.95522 40.7994075)",2,,,,,,
2670,42433743,4016646214,0,68668549,Central Park North,secondary,,False,False,241.166,"LINESTRING (-73.9553635 40.7994661, -73.9554783 40.7995165, -73.9559082 40.7996973, -73.9576591 40.8004358, -73.9577652 40.8004781, -73.957867 40.8005207)",2,,,,,,
2671,42433779,3099327948,0,5670202,West 140th Street,residential,,True,False,13.528,"LINESTRING (-73.9386193 40.8173165, -73.9384793 40.8172567)",,,,,,,
2672,42433779,42440376,0,"[420895467, 420590039]",Malcolm X Boulevard,secondary,,True,False,78.566,"LINESTRING (-73.9386193 40.8173165, -73.938659 40.8172616, -73.9388638 40.8169809, -73.9390252 40.8167572, -73.9390685 40.8166971)",2,,,,,,
2673,42433781,2141026520,0,980885911,West 140th Street,residential,,True,False,14.905,"LINESTRING (-73.9414703 40.8185042, -73.9413146 40.8184403)",,,,,,,
2674,42433781,42439897,0,980885912,Adam Clayton Powell Jr. Boulevard,primary,25 mph,True,False,78.35,"LINESTRING (-73.9414703 40.8185042, -73.9415058 40.8184562, -73.9417038 40.8181888, -73.9418813 40.8179436, -73.9419216 40.8178879)",2,,,,,,
2675,42433785,42433781,0,278099585,West 140th Street,residential,,True,False,266.201,"LINESTRING (-73.9442303 40.819674, -73.9441138 40.819627, -73.9415843 40.8185535, -73.9414703 40.8185042)",,,,,,,
2676,42433785,42435860,0,664893485,Frederick Douglass Boulevard,secondary,25 mph,False,False,78.72200000000001,"LINESTRING (-73.9442303 40.819674, -73.9441875 40.819731, -73.9439764 40.8200221, -73.9438222 40.8202335, -73.9437782 40.8202938)",4,,,,,,
2677,42433785,42435858,0,664893485,Frederick Douglass Boulevard,secondary,25 mph,False,True,79.61,"LINESTRING (-73.9442303 40.819674, -73.9442672 40.8196232, -73.9444667 40.8193514, -73.9446383 40.8191143, -73.944687 40.819047)",4,,,,,,
2678,42433789,42439601,0,224065676,Edgecombe Avenue,tertiary,,False,False,78.776,"LINESTRING (-73.945613 40.820255, -73.9455693 40.8203143, -73.9451957 40.8208208, -73.9451567 40.8208736)",,,,,,,
2679,42433789,42439599,0,224065676,Edgecombe Avenue,tertiary,,False,True,79.42,"LINESTRING (-73.945613 40.820255, -73.9456486 40.8202056, -73.946065 40.819628)",,,,,,,
2680,42433789,42433785,0,278099585,West 140th Street,residential,,True,False,133.08700000000002,"LINESTRING (-73.945613 40.820255, -73.945525 40.8202179, -73.9443568 40.819725, -73.9442303 40.819674)",,,,,,,
2681,42433797,42442613,0,455687907,Amsterdam Avenue,secondary,,False,False,78.867,"LINESTRING (-73.9499097 40.8220613, -73.9494564 40.8226821)",,,,,,,
2682,42433797,42442609,0,455687907,Amsterdam Avenue,secondary,,False,True,79.001,"LINESTRING (-73.9499097 40.8220613, -73.9503639 40.8214395)",,,,,,,
2683,42433800,42433797,0,5670203,West 140th Street,residential,,True,False,134.054,"LINESTRING (-73.9513029 40.822646, -73.9512242 40.8226121, -73.9499097 40.8220613)",,,,,,,
2684,42433800,42453757,0,243056525,Hamilton Place,residential,,True,False,85.232,"LINESTRING (-73.9513029 40.822646, -73.9513556 40.8226139, -73.9520987 40.8221718)",,,,,,,
2685,42433811,42441951,0,46577970,Riverside Drive,unclassified,,True,False,79.359,"LINESTRING (-73.95483 40.824126, -73.954347 40.824739)",,,,,,,
2686,42433811,42428917,0,1051266489,West 140th Street,residential,,True,False,188.189,"LINESTRING (-73.95483 40.824126, -73.9547732 40.8241022, -73.9541172 40.8238272, -73.9537405 40.8236692, -73.9529595 40.8233487, -73.9528694 40.8233117)",,,,,,,
2687,42433821,42430233,0,5671754,West Washington Place,residential,25 mph,True,False,130.608,"LINESTRING (-74.0018089 40.7329507, -74.0017612 40.7329457, -74.0006352 40.7323777, -74.000511 40.732315)",,,,,,,
2688,42433821,42451987,0,5671973,Barrow Street,residential,25 mph,True,False,29.223,"LINESTRING (-74.0018089 40.7329507, -74.0018684 40.7329278, -74.0020141 40.7328783, -74.002065 40.732861, -74.002124 40.732841)",1,,,,,,
2689,42433822,42433821,0,5670204,Sheridan Square,residential,25 mph,True,False,80.743,"LINESTRING (-74.0025813 40.7333766, -74.0025282 40.7333273, -74.0018089 40.7329507)",,,,,,,
2690,42433822,42451987,0,25199402,West 4th Street,residential,25 mph,True,False,70.94,"LINESTRING (-74.0025813 40.7333766, -74.002534 40.7333258, -74.002124 40.732841)",,,,,,,
2691,42433822,42430803,0,1042964168,Grove Street,residential,25 mph,True,False,41.266,"LINESTRING (-74.0025813 40.7333766, -74.0026579 40.733352, -74.0028356 40.7332919, -74.0030292 40.7332265)",1,,,,,,
2692,42433834,42426747,0,5670205,Water Street,primary,25 mph,False,False,59.44800000000001,"LINESTRING (-74.0122285 40.7027116, -74.0127382 40.7024857, -74.0128371 40.7024415)",,,,,,,
2693,42433834,42444360,0,5673075,Moore Street,residential,25 mph,True,False,63.034,"LINESTRING (-74.0122285 40.7027116, -74.0122983 40.7027597, -74.0123264 40.7027818, -74.0123522 40.7028072, -74.012378 40.7028486, -74.0125392 40.703151, -74.0125434 40.7031586, -74.0125542 40.7031783, -74.01257 40.703207)",,,,,,,
2694,42433834,42431898,0,5673078,Water Street,primary,25 mph,False,True,66.271,"LINESTRING (-74.0122285 40.7027116, -74.0120501 40.7027853, -74.0119046 40.7028423, -74.0117155 40.7029063, -74.0116149 40.7029368, -74.0115767 40.7029471, -74.0115171 40.7029631)",,,,,,,
2695,42433927,42435497,0,"[1080863337, 5671690, 489090277]",86th Street Transverse,secondary,25 mph,True,False,184.1,"LINESTRING (-73.9627249 40.7815194, -73.962518 40.7813642, -73.9624553 40.7813162, -73.9624085 40.7812751, -73.9623611 40.7812293, -73.9623187 40.7811808, -73.9622183 40.7810451, -73.962153 40.7809671, -73.9620893 40.7808949, -73.9620388 40.780841, -73.9619504 40.7807517, -73.961855 40.780661, -73.9617562 40.7805668, -73.9614693 40.7803144, -73.9614161 40.7802718, -73.9613628 40.780232)","['1', '3', '2']",,,,,,
2696,42433927,7106818626,0,"[46613696, 992605605, 1080863335, 220536846, 760748048, 760748052]",86th Street Transverse,secondary,25 mph,False,False,737.1999999999999,"LINESTRING (-73.9627249 40.7815194, -73.9629382 40.7816513, -73.9629995 40.7816922, -73.9630586 40.7817388, -73.9631137 40.7817851, -73.9631732 40.7818422, -73.963227 40.7818999, -73.9632891 40.781976, -73.9633542 40.7820657, -73.9633959 40.7821327, -73.9634363 40.7822065, -73.9634655 40.7822741, -73.9634916 40.7823411, -73.9635103 40.7823947, -73.9635295 40.7824638, -73.9635932 40.7827217, -73.9636095 40.7827824, -73.9636328 40.7828558, -73.9636585 40.782917, -73.963685 40.78297, -73.9637156 40.783022, -73.9637582 40.7830869, -73.9638043 40.7831443, -73.9638569 40.7832021, -73.9639213 40.7832526, -73.9639984 40.7833025, -73.9640817 40.7833492, -73.964168 40.7833926, -73.9642593 40.7834353, -73.9643722 40.783484, -73.9644858 40.7835281, -73.9645586 40.7835555, -73.9646454 40.7835845, -73.9647429 40.7836159, -73.9655375 40.7838444, -73.9661854 40.7840305, -73.9663198 40.7840712, -73.9664517 40.7841153, -73.9665726 40.7841599, -73.9666795 40.7842008, -73.9667779 40.784244, -73.9668639 40.7842827, -73.9669425 40.7843236, -73.9670266 40.7843689, -73.9673488 40.7845594, -73.9675276 40.7846658, -73.9676138 40.7847114, -73.9676972 40.784755, -73.9677784 40.7847928, -73.9678551 40.7848238, -73.9679254 40.7848497, -73.9680177 40.7848792, -73.968108 40.7849038, -73.9682357 40.7849369, -73.9685893 40.7850215, -73.9687057 40.7850519, -73.9688286 40.7850881, -73.968917 40.7851165, -73.96904 40.7851622, -73.9691302 40.7851992, -73.9692116 40.785234, -73.9693444 40.7852965)","['3', '2', '5']",,,,yes,,
2697,42434072,42434074,0,5670225,East 46th Street,secondary,,True,False,152.314,"LINESTRING (-73.9790224 40.7560379, -73.9789043 40.755989, -73.9775198 40.7554168, -73.9774351 40.7553817)",1,,,,,,
2698,42434072,42432693,0,458180183,5th Avenue,secondary,,True,False,79.814,"LINESTRING (-73.9790224 40.7560379, -73.9790688 40.7559756, -73.9794469 40.7554727, -73.9794895 40.7554134)",5,,,,,,
2699,42434074,42445924,0,"[458180182, 420906743]",Madison Avenue,secondary,25 mph,True,False,78.598,"LINESTRING (-73.9774351 40.7553817, -73.9774055 40.7554228, -73.9771812 40.7557302, -73.9770223 40.7559491, -73.9769848 40.7560008)","['5', '4']",,,,,,
2700,42434074,42434077,0,"[458180181, 1106482767]",East 46th Street,secondary,25 mph,True,False,89.096,"LINESTRING (-73.9774351 40.7553817, -73.9773091 40.7553202, -73.9769598 40.7551748, -73.976611 40.7550291, -73.9765991 40.7550241, -73.9765138 40.7549885)","['1', '2']",,,,,,
2701,42434077,42443811,0,46520921,Vanderbilt Avenue,unclassified,25 mph,False,False,77.998,"LINESTRING (-73.9765138 40.7549885, -73.9764755 40.7550408, -73.9761079 40.7555418, -73.9760986 40.7555545, -73.9760646 40.7556019)",2,,,,,,
2702,42434077,42443810,0,46520921,Vanderbilt Avenue,unclassified,25 mph,False,True,80.829,"LINESTRING (-73.9765138 40.7549885, -73.97656 40.7549243, -73.9769269 40.7544173, -73.9769319 40.7544104, -73.9769749 40.754351)",2,,,,,,
2703,42434077,596775840,0,"[1106482768, 420902878]",East 46th Street,secondary,,True,False,57.133,"LINESTRING (-73.9765138 40.7549885, -73.9764251 40.7549497, -73.9762853 40.7548884, -73.9760146 40.7547715, -73.9759254 40.7547329)","['1', '3']",,,,,,
2704,42434085,42444049,0,196117039,Lexington Avenue,secondary,,True,False,79.644,"LINESTRING (-73.9741902 40.7539937, -73.9742313 40.7539374, -73.9745919 40.7534438, -73.974648 40.753367)",3,,,,,,
2705,42434085,42434087,0,420496090,East 46th Street,secondary,,True,False,153.801,"LINESTRING (-73.9741902 40.7539937, -73.9740907 40.7539517, -73.9733381 40.7536343, -73.9727276 40.7533828, -73.9725908 40.7533265)",1,,,,,,
2706,42434087,42449954,0,458166897,3rd Avenue,primary,25 mph,True,False,79.11,"LINESTRING (-73.9725908 40.7533265, -73.9725452 40.753389, -73.972179 40.7538961, -73.9721397 40.7539505)",5,,,,,,
2707,42434087,42434090,0,1051751160,East 46th Street,secondary,,True,False,216.82799999999997,"LINESTRING (-73.9725908 40.7533265, -73.9724477 40.7532658, -73.9717166 40.7529556, -73.9704989 40.7524452, -73.970341 40.752379)",2,,,,,,
2708,42434090,42434092,0,46522001,East 46th Street,secondary,,True,False,229.986,"LINESTRING (-73.970341 40.752379, -73.9702445 40.7523379, -73.9702118 40.7523239, -73.9681142 40.751437, -73.9680684 40.751418, -73.9679588 40.7513685)",1,,,,,,
2709,42434090,42442947,0,1030123273,2nd Avenue,primary,25 mph,True,False,80.27499999999999,"LINESTRING (-73.970341 40.752379, -73.9703825 40.7523224, -73.970804 40.751748)",6,,,,,,
2710,42434092,595105581,0,"[669657396, 46518734]",1st Avenue,primary,25 mph,True,False,68.307,"LINESTRING (-73.9679588 40.7513685, -73.9679021 40.7514222, -73.9678864 40.7514395, -73.9678113 40.751541, -73.9676822 40.751668, -73.967624 40.7517105, -73.967453 40.7518449)","['3', '2']",,,,,,
2711,42434092,42455932,0,"[420802027, 226092572]",1st Avenue,primary,25 mph,True,False,79.029,"LINESTRING (-73.9679588 40.7513685, -73.967937 40.7514378, -73.9679296 40.7514542, -73.9678463 40.7516611, -73.9677748 40.751824, -73.9676901 40.7520492)","['1', '2']",,,,,,
2712,42434097,42438839,0,497252083,Convent Avenue,tertiary,,False,False,179.269,"LINESTRING (-73.9522674 40.8172259, -73.9520498 40.8175255, -73.9518979 40.8177331, -73.9518503 40.8177948, -73.9518033 40.8178496, -73.9517499 40.8179006, -73.9516902 40.8179481, -73.9516191 40.8179969, -73.9515496 40.8180416, -73.9514743 40.8180808, -73.9509869 40.8183229, -73.9509231 40.8183586, -73.9508662 40.8183904)",,,,,,,
2713,42434097,42438246,0,497252083,Convent Avenue,tertiary,,False,True,162.636,"LINESTRING (-73.9522674 40.8172259, -73.9526524 40.8166892, -73.9526968 40.8166292, -73.9527336 40.8165707, -73.9527578 40.8165077, -73.9527792 40.8164391, -73.9528655 40.8158605)",,,,,,,
2714,42434097,42434098,0,944999159,West 133rd Street,residential,,False,False,86.56700000000001,"LINESTRING (-73.9522674 40.8172259, -73.9529921 40.8175326, -73.9531759 40.8175891)",,,,,,,
2715,42434098,42435997,0,778007334,Amsterdam Avenue,secondary,,False,False,81.321,"LINESTRING (-73.9531759 40.8175891, -73.9527209 40.8182343)",,,,,,,
2716,42434098,42438247,0,195743135,Amsterdam Avenue,secondary,,False,True,156.69,"LINESTRING (-73.9531759 40.8175891, -73.9537851 40.8167549, -73.9540766 40.8163558)",,,,,,,
2717,42434098,42434097,0,944999159,West 133rd Street,residential,,False,True,86.56700000000001,"LINESTRING (-73.9531759 40.8175891, -73.9529921 40.8175326, -73.9522674 40.8172259)",,,,,,,
2718,42434098,42434101,0,944999160,West 133rd Street,residential,,False,False,204.044,"LINESTRING (-73.9531759 40.8175891, -73.9551484 40.8184093, -73.9552918 40.818484)",,,,,,,
2719,42434101,7732653969,0,5670226,West 133rd Street,residential,,False,False,60.18599999999999,"LINESTRING (-73.9552918 40.818484, -73.9553848 40.8185359, -73.9558268 40.8187261, -73.9559061 40.8187602)",,,,,,,
2720,42434101,2541754747,0,"[5670677, 815541797, 5672309]","['West 131st Street', 'Old Broadway']",residential,,False,"[False, True]",262.963,"LINESTRING (-73.9552918 40.818484, -73.9553171 40.818409, -73.9553265 40.8183812, -73.9553361 40.8183468, -73.9555907 40.8174393, -73.9557098 40.8172531, -73.9558163 40.8170728, -73.9567434 40.8174577, -73.9568442 40.8175078)",,,,,,,
2721,42434101,42434098,0,944999160,West 133rd Street,residential,,False,True,204.044,"LINESTRING (-73.9552918 40.818484, -73.9551484 40.8184093, -73.9531759 40.8175891)",,,,,,,
2722,42434105,7732653970,0,5670226,West 133rd Street,residential,,False,True,267.769,"LINESTRING (-73.9589033 40.8200228, -73.9587214 40.8199462, -73.9566934 40.8190919, -73.9562132 40.8188886, -73.9561236 40.8188507)",,,,,,,
2723,42434105,42424679,0,5671533,West 133rd Street,secondary,,True,False,56.066,"LINESTRING (-73.9589033 40.8200228, -73.958998 40.8200614, -73.9594899 40.8202619)",2,,,,,,
2724,42434105,10128931543,0,46568312,12th Avenue,residential,,False,True,76.655,"LINESTRING (-73.9589033 40.8200228, -73.9588734 40.8200649, -73.9584715 40.8206298)",,,,,,,
2725,42434105,42429541,0,828292968,12th Avenue,residential,,False,True,80.124,"LINESTRING (-73.9589033 40.8200228, -73.95895 40.8199598, -73.9592446 40.819563, -73.9593299 40.8194482, -73.9593697 40.8193946)",,,,,,,
2726,42434110,3099327931,0,5670228,West 133rd Street,residential,,True,False,14.291,"LINESTRING (-73.9417352 40.8127869, -73.9418835 40.8128495)",,,,,,,
2727,42434110,42436001,0,"[763320785, 420878114]",Malcolm X Boulevard,secondary,,True,False,79.06700000000001,"LINESTRING (-73.9417352 40.8127869, -73.941684 40.8128556, -73.9416137 40.8129498, -73.9412802 40.813409)","['3', '2']",,,,,,
2728,42434111,42434113,0,275298548,West 133rd Street,residential,,True,False,265.627,"LINESTRING (-73.9447304 40.8140461, -73.94484 40.8140931, -73.947489 40.815207)",,,,,,,
2729,42434111,42429536,0,"[1069942148, 497262701]",Adam Clayton Powell Jr. Boulevard,primary,25 mph,True,False,78.881,"LINESTRING (-73.9447304 40.8140461, -73.9449282 40.8137713, -73.9451787 40.8134231)","['3', '2']",,,,,,
2730,42434113,42432949,0,275298547,West 133rd Street,residential,,True,False,113.594,"LINESTRING (-73.947489 40.815207, -73.948677 40.815692)",,,,,,,
2731,42434113,42435837,0,664893485,Frederick Douglass Boulevard,secondary,25 mph,False,False,79.152,"LINESTRING (-73.947489 40.815207, -73.947034 40.81583)",4,,,,,,
2732,42434113,42429538,0,664893485,Frederick Douglass Boulevard,secondary,25 mph,False,True,79.664,"LINESTRING (-73.947489 40.815207, -73.947947 40.81458)",4,,,,,,
2733,42434117,42446203,0,"[46594129, 1046751100]",West 126th Street,residential,,True,False,304.097,"LINESTRING (-73.94177 40.8070883, -73.9425391 40.8074125, -73.9436139 40.8078651, -73.9436788 40.8078924, -73.9444754 40.8082283, -73.9449268 40.8084187)","['1', '2']",,,,,,
2734,42434117,42444452,0,226007081,5th Avenue,secondary,,True,False,85.495,"LINESTRING (-73.94177 40.8070883, -73.9421908 40.8065147, -73.9422694 40.8064189)",2,,,,,,
2735,42434122,42434117,0,559775302,East 126th Street,residential,,True,False,154.834,"LINESTRING (-73.9401645 40.8064085, -73.94177 40.8070883)",,,,,,,
2736,42434122,42446177,0,968398607,Madison Avenue,secondary,25 mph,True,False,79.546,"LINESTRING (-73.9401645 40.8064085, -73.9397061 40.8070341)",2,,,,,,
2737,42434129,42444457,0,194933372,Lexington Avenue,secondary,25 mph,True,False,85.664,"LINESTRING (-73.9369374 40.8050563, -73.9369712 40.8050094, -73.9369781 40.8049999, -73.9373549 40.8044804, -73.9373633 40.8044684, -73.9374253 40.8043802)",2,,,,,,
2738,42434129,589928028,0,278882490,East 126th Street,residential,,True,False,140.738,"LINESTRING (-73.9369374 40.8050563, -73.9370312 40.8050944, -73.9383573 40.8056513, -73.9384003 40.8056693)",,,,,,,
2739,42434131,42434129,0,543906990,East 126th Street,residential,,True,False,153.965,"LINESTRING (-73.935333 40.8043912, -73.9354676 40.8044471, -73.9363007 40.8047933, -73.9368393 40.8050158, -73.9368562 40.8050228, -73.9369374 40.8050563)",,,,,,,
2740,42434131,42450089,0,"[420873726, 584971391]",3rd Avenue,secondary,25 mph,True,False,78.196,"LINESTRING (-73.935333 40.8043912, -73.9352983 40.804438, -73.935206 40.8045628, -73.9349233 40.8049514, -73.9348832 40.8050065)","['5', '7']",,,,,,
2741,42434134,42434131,0,"[584971392, 195743163]",East 126th Street,residential,,True,False,217.74800000000002,"LINESTRING (-73.9330784 40.8034309, -73.9332104 40.8034865, -73.9341999 40.8039089, -73.9351848 40.8043281, -73.935333 40.8043912)",3,,,,,,
2742,42434134,42443116,0,"[1086272873, 990643310]",2nd Avenue,primary,25 mph,True,False,84.56299999999999,"LINESTRING (-73.9330784 40.8034309, -73.9331439 40.8033491, -73.9333733 40.80303, -73.9334788 40.8028864, -73.9335097 40.8028498, -73.9335746 40.8027699)",6,,,,,,
2743,42434135,371239962,0,849942504,1st Avenue,secondary,,True,False,86.373,"LINESTRING (-73.9308738 40.8025081, -73.9313894 40.8018365)",1,,,,,,
2744,42434135,42423189,0,"[654756704, 5670230, 658012543]",East 126th Street,residential,25 mph,True,False,197.415,"LINESTRING (-73.9308738 40.8025081, -73.9324054 40.8031531, -73.9326151 40.8032417, -73.9327219 40.8032847, -73.9329255 40.8033683)",1,,,,,,
2745,42434140,42434142,0,5670232,Saint Mark's Place,residential,25 mph,True,False,216.333,"LINESTRING (-73.9899026 40.7295577, -73.9897716 40.7294928, -73.9877966 40.7286607, -73.9876651 40.7286043)",,,,,,,
2746,42434140,42443296,0,438389785,3rd Avenue,primary,25 mph,False,False,36.323,"LINESTRING (-73.9899026 40.7295577, -73.9898477 40.7296334, -73.9896929 40.7298431)",6,,,,,,
2747,42434140,42434196,0,"[630828592, 584971395]",Cooper Square,primary,25 mph,False,False,78.126,"LINESTRING (-73.9899026 40.7295577, -73.9899494 40.7294928, -73.9902061 40.7291332, -73.990312 40.7289852, -73.9903444 40.72894)",4,,,,,,
2748,42434142,7490266268,0,847950378,Saint Mark's Place,residential,25 mph,True,False,227.99,"LINESTRING (-73.9876651 40.7286043, -73.9875926 40.7285734, -73.9875472 40.7285541, -73.985442 40.7276565, -73.9854148 40.7276449, -73.985307 40.727599)",,,,,,,
2749,42434142,42434201,0,1021949725,2nd Avenue,primary,25 mph,True,False,78.787,"LINESTRING (-73.9876651 40.7286043, -73.987708 40.7285459, -73.9880763 40.7280441, -73.9881196 40.7279851)",4,,,,,,
2750,42434148,42434215,0,195743554,Avenue A,secondary,20 mph,False,True,77.80199999999999,"LINESTRING (-73.98309 40.726666, -73.9831299 40.7266111, -73.9834799 40.7261212, -73.9835308 40.7260512)",2,,,,,,
2751,42434148,42449023,0,584971532,Avenue A,secondary,20 mph,False,False,75.556,"LINESTRING (-73.98309 40.726666, -73.9830395 40.7267354, -73.9827157 40.7271803, -73.9826964 40.7272068, -73.982657 40.727261)",2,,,,,,
2752,42434158,42434160,0,5670234,West 87th Street,residential,,True,False,271.395,"LINESTRING (-73.9716995 40.7871744, -73.9718092 40.7872206, -73.9744004 40.7883121, -73.9745165 40.788361)",2,,,,,,
2753,42434158,42443353,0,"[421853634, 421853636]",Columbus Avenue,primary,,True,False,85.56700000000001,"LINESTRING (-73.9716995 40.7871744, -73.9717389 40.7871191, -73.9719492 40.7868277, -73.9721065 40.7865986, -73.9721811 40.7864968)",4,,,,,,
2754,42434160,1061531637,0,5670234,West 87th Street,residential,,True,False,131.372,"LINESTRING (-73.9745165 40.788361, -73.9746145 40.7884023, -73.9746553 40.7884196, -73.9757588 40.7888865, -73.9758801 40.7889354)",2,,,,,,
2755,42434160,42438045,0,1025731518,Amsterdam Avenue,primary,,True,False,79.54400000000001,"LINESTRING (-73.9745165 40.788361, -73.9744746 40.7884184, -73.9740968 40.7889362, -73.9740595 40.7889871)",,,,,,,
2756,42434161,42441564,0,46111607,Riverside Drive,secondary,,False,False,85.435,"LINESTRING (-73.9798657 40.7906175, -73.9799084 40.7905595, -73.9802913 40.7900391, -73.9803596 40.7899463)",,,,,,,
2757,42434161,42438052,0,46111607,Riverside Drive,secondary,,False,True,79.92,"LINESTRING (-73.9798657 40.7906175, -73.9798228 40.7906763, -73.9796026 40.7909777, -73.9794491 40.7911807, -73.9794014 40.7912444)",,,,,,,
2758,42434165,42444485,0,195743334,5th Avenue,secondary,,True,False,79.478,"LINESTRING (-73.9562578 40.7872256, -73.9562971 40.7871723, -73.9566738 40.7866559, -73.9567158 40.7866006)",2,,,,,,
2759,42434166,42446086,0,68668544,Madison Avenue,secondary,,True,False,85.78999999999999,"LINESTRING (-73.9546527 40.7865547, -73.9546139 40.7866097, -73.9542284 40.7871424, -73.9541623 40.787231)",3,,,,,,
